character,character_normalized,dialogue,context,character_state,dialogue_type,motivation,line_number,scene,movie,word_count,sentiment
THREEPIO,C-3PO,"(pointing to Artoo) Excuse me, sir, but that R2 unit is in","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,531,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,neutral
LUKE,Luke Skywalker,Uncle Owen…,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,533,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,2,neutral
OWEN,Owen,Yeah?,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Inquisitive,Question,Seeking information,534,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,1,neutral
LUKE,Luke Skywalker,What about that one?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,535,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
OWEN,Owen,(to Jawa) What about that blue one? We’ll take that one.,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Inquisitive,Question,Seeking information,536,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
LUKE,Luke Skywalker,"Yeah, take it away.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,539,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
THREEPIO,C-3PO,"Uh, I’m quite sure you’ll be very pleased with that one,","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Requesting,Statement,Seeking assistance,540,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
LUKE,Luke Skywalker,"Okay, let’s go.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,545,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,3,neutral
THREEPIO,C-3PO,"(to Artoo) Now, don’t forget this! Why I should stick my","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,546,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
HOMESTEAD,Homestead,– GARAGE AREA – LATE AFTERNOON,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,548,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
THREEPIO,C-3PO,Thank the maker! This oil bath is going to feel so good.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,553,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,neutral
LUKE,Luke Skywalker,"It just isn’t fair. Oh, Biggs is right. I’m never gonna get out of","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,560,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,14,negative
THREEPIO,C-3PO,Is there anything I might do to help?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Inquisitive,Question,Seeking information,562,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
LUKE,Luke Skywalker,"Well, not unless you can alter time, speed up the harvest,","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,565,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,negative
THREEPIO,C-3PO,"I don’t think so, sir. I’m only a droid and not very","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,567,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,negative
LUKE,Luke Skywalker,"Well, if there’s a bright center to the universe, you’re on","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Positive/Agreeable,Statement,Supportive,570,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,positive
THREEPIO,C-3PO,"I see, sir.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,572,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,3,neutral
LUKE,Luke Skywalker,"Uh, you can call me Luke.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,573,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
THREEPIO,C-3PO,"I see, sir Luke.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,574,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
LUKE,Luke Skywalker,(laughing) Just Luke.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,575,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,3,neutral
THREEPIO,C-3PO,"And I am See-Threepio, human-cyborg relations, and this","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,576,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
LUKE,Luke Skywalker,Hello.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,578,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,1,neutral
LUKE,Luke Skywalker,You got a lot of carbon scoring here. It looks like you boys,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,582,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,13,neutral
THREEPIO,C-3PO,"With all we’ve been through, sometimes I’m amazed","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,584,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
LUKE,Luke Skywalker,You know of the Rebellion against the Empire?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,586,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
THREEPIO,C-3PO,"That’s how we came to be in your service, if you take my","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,587,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,13,neutral
LUKE,Luke Skywalker,Have you been in many battles?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,589,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
THREEPIO,C-3PO,"Several, I think. Actually, there’s not much to tell. I’m not","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,590,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,negative
LUKE,Luke Skywalker,"Well, my little friend, you’ve got something jammed in here","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,595,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
LEIA,Princess Leia,"Help me, Obi-Wan Kenobi. You’re my only hope.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Rebel leadership, royal dignity",Requesting,Statement,Seeking assistance,602,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,neutral
LUKE,Luke Skywalker,What’s this?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,603,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,2,neutral
THREEPIO,C-3PO,What is what?!? He asked you a question… (pointing to,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,607,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
LEIA,Princess Leia,"Help me, Obi-Wan Kenobi. You’re my only hope. Help me, Obi-","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Rebel leadership, royal dignity",Requesting,Statement,Seeking assistance,613,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
THREEPIO,C-3PO,"Oh, he says it’s nothing, sir. Merely a malfunction. Old","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,615,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,negative
LUKE,Luke Skywalker,Who is she? She’s beautiful.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,618,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,5,neutral
THREEPIO,C-3PO,"I’m afraid I’m not quite sure, sir.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,619,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,7,negative
LEIA,Princess Leia,"Help me, Obi-Wan Kenobi…","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Rebel leadership, royal dignity",Requesting,Statement,Seeking assistance,620,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
THREEPIO,C-3PO,I think she was a passenger on our last voyage. A person,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,621,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,neutral
LUKE,Luke Skywalker,Is there more to this recording?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,623,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
THREEPIO,C-3PO,"Behave yourself, Artoo. You’re going to get us in","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,626,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,neutral
THREEPIO,C-3PO,"He says he’s the property of Obi- Wan Kenobi, a resident","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,629,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,negative
LUKE,Luke Skywalker,Obi-Wan Kenobi? I wonder if he means old Ben Kenobi?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,634,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,neutral
THREEPIO,C-3PO,"I beg your pardon, sir, but do you know what he’s talking","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,635,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,negative
LUKE,Luke Skywalker,"Well, I don’t know anyone named Obi-Wan, but old Ben lives","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,637,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,negative
LUKE,Luke Skywalker,I wonder who she is. It sounds like she’s in trouble. I’d,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,640,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,neutral
THREEPIO,C-3PO,He says the restraining bolt has short circuited his,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,643,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,neutral
LUKE,Luke Skywalker,"H’m? Oh, yeah, well, I guess you’re too small to run away on","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,648,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,13,neutral
LUKE,Luke Skywalker,There you go.,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,652,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,3,neutral
LUKE,Luke Skywalker,"Well, wait a minute. Where’d she go? Bring her back! Play","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Urgent/Commanding,Exclamation,Assertive,654,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
THREEPIO,C-3PO,What message? The one you’ve just been playing. The,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Inquisitive,Question,Seeking information,657,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,neutral
AUNT,Aunt,BERU Luke? Luke! Come to dinner!,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Urgent/Commanding,Exclamation,Assertive,660,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,6,neutral
LUKE,Luke Skywalker,"All right, I’ll be right there, Aunt Beru.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Positive/Agreeable,Statement,Supportive,662,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,8,positive
THREEPIO,C-3PO,"I’m sorry, sir, but he appears to have picked up a slight","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,663,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,neutral
LUKE,Luke Skywalker,"Well, see what you can do with him. I’ll be right back.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Positive/Agreeable,Statement,Supportive,667,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,positive
THREEPIO,C-3PO,(to Artoo) Just you reconsider playing that message for,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Neutral,Statement,Conversational,668,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,neutral
THREEPIO,C-3PO,"No, I don’t think he likes you at all.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,671,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,negative
THREEPIO,C-3PO,"No, I don’t like you either. INT. LARS HOMESTEAD –","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,673,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,10,negative
LUKE,Luke Skywalker,"You know, I think that R2 unit we bought might have been","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,681,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,negative
OWEN,Owen,What makes you think that?,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Inquisitive,Question,Seeking information,683,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,5,neutral
LUKE,Luke Skywalker,"Well, I stumbled across a recording while I was cleaning him.","Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Neutral,Statement,Conversational,684,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
LUKE,Luke Skywalker,I thought he might have meant Ben. Do you know what he’s,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,688,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,12,negative
OWEN,Owen,That old man’s just a crazy wizard. Tomorrow I want you,Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,691,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,11,neutral
LUKE,Luke Skywalker,But what if this Obi-Wan comes looking for him?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,694,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,9,neutral
OWEN,Owen,"He won’t, I don’t think he exists any more. He died about the",Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Neutral,Statement,Conversational,695,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,13,neutral
LUKE,Luke Skywalker,He knew my father?,"Exterior: TATOOINE – ANCHORHEAD SETTLEMENT – POWER | Jedi training, heroic journey",Inquisitive,Question,Seeking information,697,EXT. TATOOINE – ANCHORHEAD SETTLEMENT – POWER,Star Wars A New Hope,4,neutral
